title,item_id,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
50.05,688810.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500 MILES,387660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 Years Act 1,3.572003572003572e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54: The Director's Cut,475310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 Nights,3.810003810003809e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6-in-1 IQ Scale Bundle,755940.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60 Second Strike,696540696540.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60 Seconds!,3.683603683603684e+29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
600 Miles,475380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6180 the moon,299660299660.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6180 the moon - Soundtrack,301950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0,578850578850.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64.0 Soundtrack,610100610100.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
688(I) Hunter/Killer,2900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6:66PM,664970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Assassins,446690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Bones and 7 Stones - The Ritual,7.120807120807121e+29,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7 Grand Steps: What Ancients Begat,2.389302389302389e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7 Mages Soundtrack,497540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7 Pillars,654640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7 Witches,621400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Wonders II,15900.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Wonders of the Ancient World,275810275810.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7 Wonders: Ancient Alien Makeover,223000223000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7 Wonders: Magical Mystery Tour,275830275830.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7 Wonders: Treasures of Seven,16030.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7,62 High Calibre",2.8989028989028986e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
7th Legion,3.2791032791032794e+17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8 Bit Christmas Fireplace,767140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Bit Adventures - Soundtrack + Composer's Selection,3.871703871703872e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8-Bit Adventures 2,7.33110733110733e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8-Bit Adventures: The Forgotten Journey Remastered Edition,3.703003703003703e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8-Bit Adventures: The Forgotten Journey Remastered Edition Demo,3.705303705303705e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8-Bit Armies,4.2725042725042726e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-Bit Armies - Guardians Campaign,4.824204824204824e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-Bit Armies - Soundtrack,462170462170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8-Bit Armies: Arena,5.860405860405861e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8-Bit Armies: Arena (Free),5.9496059496059496e+23,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
8-Bit Commando,287860287860.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8-Bit Generation: The Commodore Wars,512010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Bit Hordes,4.9785049785049786e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-Bit Hordes - Soundtrack,5.1053051053051046e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-Bit Invaders!,5.316805316805317e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-Bit Invaders! - Soundtrack,5.507105507105507e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8-bit Adventure Anthology: Volume I,664850.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-bit Sound Pack by JOEDOWN,525390.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80 Days,3.8178038178038176e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
80.08,688180.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
868-HACK,274700274700.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
868-HACK - PLAN.B,646930646930.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88 Heroes,487040487040.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88 Heroes – H8 Mode Activated!,619800619800.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88 Heroes – RSG Champions,619801619801.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8BitBoy™,2.969102969102969e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8BitMMO,2.504202504202504e+35,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
8BitMMO - Steam Founder's Pack Basic,2.7087027087027087e+35,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
8BitMMO Steam Founder's Pack Deluxe,2.708712708712709e+35,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
8DAYS - PEACE IS OUR BUSINESS,409530409530.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8DAYS OST,498560498560.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8bit Invasion,7.173707173707173e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8infinity,5.265405265405266e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9 Clues 2: The Ward,369420369420.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 Clues: The Secret of Serpent Creek,284870284870.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.03m,263100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90 Minute Fever - Football (Soccer) Manager MMO,4.6807046807046805e+23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
91 Days,600820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911 Operator - Every Life Matters,5.807315807315807e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
911 Operator - First Response,6.06970606970607e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
911 Operator - Special Resources,5.807305807305807e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
911: First Responders®,323610323610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
96 Mill,561480561480.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99 Levels To Hell,264280264280.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99 Levels to Hell Soundtrack,275050275050.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99 Spirits,2.5809025809025808e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
99 Spirits - Art Book + Music Collection,2.621412621412621e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
99 Spirits - Cage of Night,2.621422621422621e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
99 Spirits - Weeping Demon's Bell,262230262230.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99 Waves to Die,360600360600.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99Vidas,557040557040.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99Vidas - Soundtrack,574020574020.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9Dragons,3.901003901003901e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9th Company: Roots Of Terror,12480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9th Dawn Classic - Clunky controls edition,6.790906790906791e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9th Dawn II,2.790702790702791e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Bastard's Tale,3.715503715503716e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Bastard's Tale Demo,3.7273037273037274e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Bird Story,3.274103274103274e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Bird Story - Original Soundtrack,3.2823032823032826e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Blind Legend,4.375304375304375e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Blind Legend - Original Soundtrack,5.2863052863052864e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Blood Story,643180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Boy and His Blob,281200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Butterfly in the District of Dreams,617430617430.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Centaur's Life,735860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Fireplace,767120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A City Sleeps - Soundtrack,320440320440.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A City Sleeps™,316180316180.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Crashlands Story: Dev Diary,578300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Day For A Kitten,7.422307422307423e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
A Day in the Woods,5.2689052689052685e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Detective's Novel,503820503820.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Dream For Aaron,7.09140709140709e+29,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Druid's Duel,333970333970.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Duel Hand Disaster: Trackher,5.150105150105151e+17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Fistful of Gun,229810229810.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Fistful of Gun Soundtrack,405260405260.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Foretold Affair,586670586670.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Foretold Affair - Alternate Outfit DLC,594420594420.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Game of Changes,467090467090.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Game of Dwarves,200370200370.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Game of Dwarves: Ale Pack,222221222221.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Game of Dwarves: Pets,222223222223.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Game of Dwarves: Star Dwarves,222222222222.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Game of Thrones - Genesis,58550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Girls Fabric Face,603810603810.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Golden Wake,307570307570.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Golden Wake Demo,3.246903246903247e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Goo Adventure,6.554706554706555e+23,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Good Snowman Is Hard To Build,316610.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Gummy's Life,5.851905851905852e+23,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Hand in the Darkness,620200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Hat in Time,253230253230.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Hat in Time - Soundtrack,356831356831.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Healer Only Lives Twice,4.5330045330045325e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A Hero's Climb,763580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Hole New World,434160434160.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Hole New World - Soundtrack,602260602260.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A House of Many Doors,437250437250.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A House of Many Doors: Soundtrack,587780587780.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Kiss For The Petals - Remembering How We Met,397270.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Land Fit For Heroes,4.562104562104562e+23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A Legend of Luca - Official Game Soundtrack,4.571004571004571e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Lenda do Herói - O Herói desta Canção,3.891703891703892e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Lenda dos Mortos,7.292407292407293e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Line in the Sand,382750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Little Lily Princess,449250449250.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A Long Road Home,5.761605761605761e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Long Way Home,4.610304610304609e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Magical High School Girl / 魔法の女子高生,5.556305556305556e+23,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Matter of Murder,5.100405100405101e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Matter of Murder - More Wallpapers,7.274007274007273e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Matter of Murder - Soundtrack,6.760506760506761e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Matter of Murder - Wallpapers,5.2003052003052e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Mazeing Tower Defense,6.830806830806831e+17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Midsummer Night's Choice,5.201505201505202e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Midsummer Night's Choice - Commentary Track,6.226906226906226e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A More Beautiful World - A Kinetic Visual Novel,4.366804366804367e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
A Mortician's Tale,578720578720.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A Mortician's Tale Original Soundtrack,736320736320.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A Near Dawn,728170728170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A New Beginning - Final Cut,105000105000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A New Beginning - Final Cut Soundtrack,558220558220.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A New World: Kingdoms,6.286506286506287e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Normal Lost Phone,523210523210.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Normal Lost Phone - Official Soundtrack,580700580700.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Number's life,560200560200.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Pixel Story,3.3946033946033946e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Pixel Story Original Soundtrack,3.5744035744035744e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Plot Story,699160.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Princess' Tale,4.6138046138046136e+23,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Quick Death,6.54000654000654e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Quiver of Crows,347280347280.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Rip In Time,6.513706513706514e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Room Beyond,454330454330.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Rose in the Twilight / ロゼと黄昏の古城,548840548840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Rose in the Twilight / ロゼと黄昏の古城 - Digital Art Book / デジタル・アートブック,578280578280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Rose in the Twilight / ロゼと黄昏の古城 - Digital Soundtrack / デジタル・サウンドトラック,578281578281.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A SECOND BEFORE US,625370625370.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Shooty Bit,463480463480.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Sirius Game,3.929303929303929e+41,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
A Small Robot Story,753440.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Snake's Tale,654810.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Step Into Darkness,5.7860057860057854e+35,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
A Step Into Darkness - Original Soundtrack,5.942705942705943e+29,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Story About My Uncle,2.783602783602784e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Story of the End - Revere Demo,4.322204322204321e+29,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A Stroke of Fate: Operation Bunker,372570.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Stroke of Fate: Operation Valkyrie,10240.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Study in Steampunk: Choice by Gaslight,421630421630.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Study in Steampunk: Choice by Gaslight Demo,421640421640.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Survey of Open Space,387470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Tale of Caos: Overture,500320500320.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Tale of Caos: Overture - Act II,621960621960.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Tale of Caos: Overture - Act III,667710667710.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Tale of Caos: Overture - OST,508810508810.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Tale of Two Kingdoms,603870603870.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Tale of Two Soundtracks,649020649020.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Timely Intervention,4.613404613404613e+29,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
A Valley Without Wind,2.093302093302093e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Valley Without Wind 2,2.2832022832022833e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Vampyre Story,313870.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Verdant Hue,4.963804963804964e+29,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
A Virus Named TOM,2.0765020765020765e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Virus Named TOM Soundtrack,207655207655.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Virus Named TOM: Winter Wonderland,2.0766020766020768e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A Walk in the Dark,248730248730.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Week of Circus Terror,498450.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Wild Catgirl Appears!,429580.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wise Use of Time,397780397780.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Wise Use of Time Demo,397790397790.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Wizard's Lizard,2.8004028004028003e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Wizard's Lizard: Soul Thief,3.734703734703735e+23,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Wolf in Autumn,395270395270.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Wonder,6.839306839306839e+23,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A dead world's dream,517680.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A dragon girl looks up at the endless sky,456760456760.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A grande bagunça espacial - The big space mess,4.492204492204492e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A-10A for DCS World,245570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A-10C: Advanced Aircraft Training Qualification Campaign,555530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A-10C: Basic Flight Training Campaign,555531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A-10C: Operation Piercing Fury Campaign,549200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A-10C: Red Flag Campaign,411901.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
