item_id,features
403700,"Zero Punctuation: Hatfall - Hatters Gonna Hat Edition, Ben 'Yahtzee' Croshaw,Collected Worlds, 2015.0"
269770,"Secrets of Grindea, Pixel Ferrets, 2015.0"
268970,"You Are Not The Hero, ToMorning Productions, 2015.0"
263380,"Driftmoon, Ville Mönkkönen,Anne Mönkkönen, 2013.0"
305050,"Outland, Housemarque, 2014.0"
2820,"X3: Terran Conflict, Egosoft, 2008.0"
39160,"Dungeon Siege III, Obsidian Entertainment, 2011.0"
12480,"9th Company: Roots Of Terror, Noviy Disk,Lesta Studios Inc, 2009.0"
356310,"METAL SLUG DEFENSE, SNK CORPORATION, 2015.0"
321960,"Might &amp; Magic® Heroes® VII, Limbic Entertainment, 2015.0"
241410,"CastleStorm, Zen Studios, 2013.0"
378850,"Galagan's Island: Reprymian Rising, Skinny Jean Death Studios, 2015.0"
368360,"60 Seconds!, Robot Gentleman, 2015.0"
294140,"They Breathe, The Working Parts, 2014.0"
265120,"Meridian: New World, Elder Games, 2014.0"
98500,"Naval Warfare, Game Distillery s.r.o., 2011.0"
65560,"Painkiller Redemption, Eggtooth Team, 2011.0"
278490,"Aveyond 3-2: Gates of Night, Amaranth Games, LLC, 2014.0"
347620,"Gaokao.Love.100Days, 高考恋爱委员会,橘子班, 2015.0"
390520,"PewDiePie: Legend of the Brofist, Outerminds Inc., 2015.0"
272600,"Detective Grimoire, SFB Games, 2014.0"
63940,"Men of War: Vietnam, 1C Company, 2011.0"
345370,"TyranoBuilder Visual Novel Studio, STRIKEWORKS, 2015.0"
342620,"It came from space, and ate our brains, Triangle Studios, 2015.0"
371500,"Grey Cubes, Deion Mobile, 2015.0"
296240,"The Promised Land, Boolat Games,Alawar Entertainment, 2012.0"
336670,"HIT, Shifty Chair Games, 2015.0"
12130,"Manhunt, Rockstar North, 2004.0"
314230,"Rodina, Elliptic Games, 2014.0"
363490,"Escape Machines, Mint Age Studios, 2015.0"
304950,"Castaway Paradise - Town Building Sim, Stolen Couch Games, 2015.0"
246110,"MASSIVE CHALICE, Double Fine Productions, 2015.0"
349720,"Audition Online, T3 Entertainment, 2007.0"
293840,"Cult of the Wind, North of Earth, 2014.0"
242130,"Vector Thrust, TimeSymmetry, 2015.0"
37600,"Windosill, Vectorpark, Inc., 2009.0"
345180,"Victor Vran ARPG, Haemimont Games, 2015.0"
330580,"Shark Attack Deathmatch 2, Lighthouse Games Studio, 2015.0"
12150,"Max Payne 2: The Fall of Max Payne, Remedy Entertainment, 2003.0"
91200,"Anomaly: Warzone Earth, 11 bit studios, 2011.0"
233550,"Another World – 20th Anniversary Edition, Eric Chahi,DotEmu, 2013.0"
234080,"Castlevania: Lords of Shadow – Ultimate Edition, MercurySteam - Climax Studios, 2013.0"
207400,"eXceed 3rd - Jade Penetrate Black Package, Tennen-sozai, 2012.0"
18020,"Precipice of Darkness, Episode Two, Hothead Games, 2008.0"
219910,"Edna &amp; Harvey: Harvey's New Eyes, Daedalic Entertainment, 2012.0"
48950,"Greed Corp, Vanguard Games, 2010.0"
36150,"Westward Collection, Sandlot Games, 2009.0"
237760,"Intake, Cipher Prime Studios, 2013.0"
364450,"Freshman Year, Nina Freeman,Laura Knetzger,Stephen Lawrence Clark, 2015.0"
329050,"Devil May Cry® 4 Special Edition, CAPCOM Co., Ltd., 2015.0"
318230,"Convoy, Convoy Games, 2015.0"
319910,"Trine 3: The Artifacts of Power, Frozenbyte, 2015.0"
107310,"Cthulhu Saves the World, Zeboyd Games, 2011.0"
12330,"Darkstar One, Ascaron Entertainment ltd., 2006.0"
287840,"TY the Tasmanian Tiger 4, Krome Studios, 2015.0"
381850,"My Paper Boat, TML-Studios, 2015.0"
285580,"ACE - Arena: Cyber Evolution, Spearhead Games, 2014.0"
329110,"Gems of War - Puzzle RPG, Infinity Plus 2, 2014.0"
321610,"Demonlisher, Brain Bombers, 2011.0"
383580,"Flesh Eaters, S.C. 16 BIT NIGHTS S.R.L., 2016.0"
352700,"Subspace Continuum, Virgin Interactive Entertainment,PriitK, 2015.0"
230070,"The Age of Decadence, Iron Tower Studio, 2015.0"
345390,"King's Quest, The Odd Gentlemen, 2015.0"
262940,"Broken Sword 5 - the Serpent's Curse, Revolution Software Ltd, 2014.0"
340580,"Armed with Wings: Rearmed, Sun-Studios, 2017.0"
266370,"Calibre 10 Racing, Bongfish GmbH, 2014.0"
284460,"DeadCore, 5 Bits Games, 2014.0"
326150,"Death Skid Marks, Studio Whisky Tango Inc., 2014.0"
300220,"Victim of Xen, Smolders, 2014.0"
2590,"Alpha Prime, Black Element, 2007.0"
33950,"Fish Fillets 2, Altar Games, 2007.0"
317100,"Republique, Camouflaj, 2015.0"
78000,"Bejeweled® 3, PopCap Games, Inc., 2010.0"
306670,"Overlord: Fellowship of Evil, Codemasters, 2015.0"
262590,"Chuck's Challenge 3D, Niffler Ltd., 2014.0"
328830,"Rugby Union Team Manager 2015, Alternative Software Ltd, 2014.0"
23530,"Earth Defense Force: Insect Armageddon, Vicious Cycle Software, Inc., 2011.0"
115100,"Costume Quest, Double Fine Productions, 2011.0"
296970,"Renowned Explorers: International Society, Abbey Games, 2015.0"
266390,"Farm for your Life, Hammer Labs, 2013.0"
99100,"Dungeons and Dragons: Daggerdale, Bedlam Games, 2011.0"
25900,"King's Bounty: The Legend, 1C Company, 2008.0"
233310,"Avadon 2: The Corruption, Spiderweb Software, 2013.0"
240620,"Wanderlust Adventures, Yeti Trunk, 2015.0"
263480,"Final Rush, Strike Games, 2014.0"
341530,"Stardust Vanguards, Zanrai Interactive, 2015.0"
216910,"Of Orcs And Men, Cyanide Studio - Spiders Studios, 2012.0"
275510,"Z Steel Soldiers, TickTock Games, 2014.0"
275530,"Z, TickTock Games, 2014.0"
16600,"Trials 2: Second Edition, Redlynx, 2008.0"
205060,"BIT.TRIP CORE, Gaijin Games, 2012.0"
18120,"Unstoppable Gorg, Futuremark, 2012.0"
290890,"You Must Build A Boat, EightyEightGames, 2015.0"
263340,"Continue?9876543210, Jason Oda, 2014.0"
6370,"Bloodline Champions, Stunlock Studios, 2011.0"
299260,"Commando Jack, Colossal Games, 2014.0"
299030,"Blood: One Unit Whole Blood, Monolith Productions, 1998.0"
32630,"Delta Force 2, NovaLogic, 1999.0"
366220,"Wurm Unlimited, Code Club AB, 2015.0"
222660,"Retro/Grade, 24 Caret Games, 2013.0"
15170,"Heroes of Might &amp; Magic V, Nival, 2006.0"
33520,"Tropico Reloaded, PopTop Software,BreakAway Games,Frog City Software, 2009.0"
293680,"Cinders, MoaCube, 2012.0"
358250,"Cosmo's Cosmic Adventure, 3D Realms (Apogee Software), 1992.0"
340810,"Deepworld, Bytebin, 2015.0"
327500,"Zenzizenzic, bitHuffel, 2015.0"
327520,"Traverser, Gatling Goat Studios, 2015.0"
343710,"Kholat, IMGN.PRO, 2015.0"
247660,"Deadly Premonition: The Director's Cut, Rising Star Games, 2013.0"
252670,"Nihilumbra, BeautiFun Games, 2013.0"
282760,"Circuits, Digital Tentacle, 2014.0"
63700,"BIT.TRIP BEAT, Gaijin Games, 2010.0"
233370,"The Raven - Legacy of a Master Thief, KING Art, 2013.0"
245150,"The Novelist, Orthogonal Games, 2013.0"
293320,"Coma: Mortuary, Nova Dimension,Naga Entertainment, 2014.0"
210870,"Cloudberry Kingdom™, Pwnee Studios, 2013.0"
27940,"Dead Horde, DnS Development, 2011.0"
344820,"Forsaken Fortress Strategy, Photon Arena, 2015.0"
387970,"Clown House (Palyaço Evi), gord10,Aslan Game Studio, 2015.0"
412140,"Electric Highways, Zykov Eddy,Xitilon, 2015.0"
296490,"GemCraft - Chasing Shadows, Game in a Bottle, 2015.0"
49470,"Magic: The Gathering - Duels of the Planeswalkers 2012, Stainless Games Ltd, 2011.0"
277520,"Albedo: Eyes from Outer Space, Z4G0 and Ivan Venturi Productions, 2015.0"
298360,"Immortal Defense, Studio Eres, 2007.0"
296910,"8BitBoy™, AwesomeBlade, 2014.0"
282050,"MX vs. ATV Supercross Encore, Rainbow Studios,THQ Nordic, 2015.0"
209690,"Fieldrunners, Subatomic Studios LLC, 2012.0"
18040,"DeathSpank, Hothead Games, 2010.0"
253370,"Axis Game Factory's AGFPRO v3, Axis Game Factory LLC, 2013.0"
263200,"Signs of Life, Sweet Dog Studios, 2014.0"
8000,"Tomb Raider: Anniversary, Crystal Dynamics,Feral Interactive (Mac), 2007.0"
98300,"Toy Soldiers, Signal Studios, 2012.0"
269330,"Chronology, Bedtime Digital Games, 2014.0"
356380,"Orbit HD, Brainchild, 2015.0"
341000,"Mad Games Tycoon, Eggcode, 2016.0"
15200,"Silent Hunter®: Wolves of the Pacific, Ubisoft Romania, 2007.0"
256070,"Truck Racer, Kylotonn Entertainment, 2013.0"
327950,"Sword of the Samurai, MicroProse Software, Inc, 1989.0"
362410,"Adam's Venture Chronicles, Vertigo Games, 2015.0"
259620,"3079 -- Block Action RPG, Phr00t's Software, 2011.0"
214130,"Aerofly FS 1 Flight Simulator, IPACS, 2012.0"
258880,"Professional Farmer 2014, PlayWay S.A., 2013.0"
258760,"Scania Truck Driving Simulator, SCS Software, 2012.0"
346180,"David., Fermenter Games, 2014.0"
376210,"The Isle, Afterthought LLC, 2015.0"
6850,"Hitman 2: Silent Assassin, Io-Interactive A/S, 2002.0"
232950,"Bridge Project, Halycon Media GmbH &amp; Co. KG, 2013.0"
345350,"LIGHTNING RETURNS™: FINAL FANTASY® XIII, Square Enix, 2015.0"
41740,"Cargo! The Quest for Gravity, Ice-Pick Lodge, 2011.0"
307640,"Stick RPG 2: Director's Cut, XGen Studios, 2011.0"
229870,"ShootMania Storm, Nadeo, 2013.0"
8310,"Bone: Out From Boneville, Telltale Games, 2005.0"
18000,"Precipice of Darkness, Episode One, Hothead Games, 2008.0"
32200,"Metal Drift, Black Jacket Studios, 2009.0"
313590,"Boo Bunny Plague, On The Level Game Studios, 2014.0"
7000,"Tomb Raider: Legend, Crystal Dynamics, 2006.0"
295790,"Never Alone (Kisima Ingitchuna), Upper One Games,E-Line Media, 2014.0"
289600,"Marauder, Apeiron, 2009.0"
291270,"Vitrum, 9heads Game Studios, 2012.0"
299680,"Tengami, Nyamyam, 2015.0"
241240,"Contraption Maker, Game Dev Castle, 2014.0"
283940,"Freddi Fish and The Case of the Missing Kelp Seeds, Humongous Entertainment, 1994.0"
293240,"Cosmochoria, Nate Schmold, 2015.0"
221810,"The Cave, Double Fine Productions, 2013.0"
208500,"F1 2012™, Codemasters Birmingham, 2012.0"
220740,"Chaos on Deponia, Daedalic Entertainment, 2012.0"
288040,"Actual Sunlight, WZOGI, 2014.0"
283230,"Spoiler Alert, MEGAFUZZ, 2014.0"
207420,"Wizorb, Tribute Games Inc., 2012.0"
324680,"Impossible Creatures Steam Edition, Relic Entertainment,THQ Nordic, 2003.0"
364510,"Transcendence, Kronosaur Productions, 2015.0"
299780,"Noir Syndrome, Glass Knuckle Games, 2014.0"
23310,"The Last Remnant™, Square Enix, 2009.0"
314520,"Euro Fishing, Dovetail Games, 2015.0"
324570,"Halo: Spartan Strike, 343 Industries,Vanguard Games, 2014.0"
25800,"Europa Universalis III Complete, Paradox Development Studio, 2007.0"
296770,"Real Boxing™, Vivid Games S.A., 2014.0"
411560,"Reveal The Deep, Lazy Monday Games, 2015.0"
227200,"Waking Mars, Tiger Style, 2012.0"
220820,"Zombie Driver HD, Exor Studios, 2012.0"
296050,"Battlepaths, Key17 Games, 2012.0"
91330,"Iron Front: Digital War Edition, X1 Software,AWAR, 2012.0"
41050,"Serious Sam Classic: The First Encounter, Croteam, 2001.0"
95300,"Capsized, Alientrap, 2011.0"
45400,"Fortix, Nemesys Games, 2010.0"
3620,"Zuma's Revenge!, PopCap Games, Inc., 2009.0"
319180,"Platypus II, Idigicon, 2007.0"
279160,"Ultionus: A Tale of Petty Revenge, Last Dimension, 2014.0"
336510,"Anno Online, Blue Byte, 2013.0"
70640,"Worms, Team17 Digital Ltd, 1995.0"
262750,"GoD Factory: Wingmen, Nine Dots Studio, 2014.0"
247580,"Magicka: Wizards of the Square Tablet, Ludosity, 2013.0"
46440,"Future Wars, Headup Games / Radon Labs, 2010.0"
354160,"WRC 5 FIA World Rally Championship, Kylotonn Racing Games, 2015.0"
409450,"The Fall of the Dungeon Guardians - Enhanced Edition, Mana Games, 2015.0"
271640,"Humanity Asset, Browny Application, 2014.0"
96200,"Steel Storm: Burning Retribution, Kot in Action Creative Artel, 2011.0"
243280,"Poöf, Arkedo, 2013.0"
319450,"Chariot, Frima Studio, 2014.0"
285820,"Action Henk, RageSquid, 2015.0"
285330,"RollerCoaster Tycoon® 2: Triple Thrill Pack, Chris Sawyer Productions, 2002.0"
13560,"Tom Clancy's Splinter Cell®, Ubisoft, 2003.0"
214630,"Call of Duty: Black Ops - Mac Edition, Aspyr, 2012.0"
207570,"English Country Tune, increpare games, 2011.0"
257030,"Project Nimbus, GameCrafterTeam, 2017.0"
347670,"Karate Master 2 Knock Down Blow, Crian Soft, 2015.0"
269790,"DreadOut, Digital Happiness, 2014.0"
269810,"Spate, Eric Provan - Ayyo Games, 2014.0"
286360,"Shadows on the Vatican Act I: Greed, 10th Art Studio,Adventure Productions, 2014.0"
316930,"Kings of Kung Fu, Jae Lee Productions, 2015.0"
411570,"Zombie Exodus, Hosted Games, 2011.0"
6980,"Thief: Deadly Shadows, Ion Storm, 2004.0"
279520,"Rage Runner, Hypercane Studios, 2014.0"
94590,"Puzzle Agent 2, Telltale Games, 2011.0"
262960,"Castle In The Darkness, Matt Kap,Nicalis, Inc., 2015.0"
205080,"BIT.TRIP FATE, Gaijin Games, 2013.0"
227560,"Scourge: Outbreak, Tragnarion Studios, 2014.0"
400240,"The Deer, Fabio Ferrara,Giulia Airoldi, 2015.0"
374090,"Winter Sports Trilogy Super Pack, 49 Games, 2007.0"
254480,"Obscure II (Obscure: The Aftermath), Hydravision Entertainment, 2008.0"
210170,"Spirits, Spaces of Play, 2012.0"
383230,"Dungeon Souls, Lamina Studios,Mike Studios, 2016.0"
61730,"Critter Crunch, Capybara Games, 2012.0"
349100,"Notrium, Instant Kingdom, 2003.0"
259410,"Sneaky Sneaky, Naiad Entertainment LLC, 2014.0"
319970,"The Detail, Rival Games Ltd, 2014.0"
378580,"Untamed: Life Of A Cougar, OCCA Studios, 2015.0"
274350,"Dropsy, Tendershoot,A Jolly Corpse, 2015.0"
275610,"Warhammer 40,000: Kill Team, Nomad Games, 2014.0"
358260,"Crystal Caves, 3D Realms (Apogee Software), 1991.0"
358290,"Hocus Pocus, Moonlite Software, 1994.0"
358340,"Word Rescue, Redwood Games, 1992.0"
352400,"LEGO® Jurassic World, TT Games Ltd,Feral Interactive (Mac), 2015.0"
385890,"Golden Rush, Forbes Consult Ltd, 2015.0"
348670,"Immune - True Survival, vidiludi games and entertainment, 2015.0"
294230,"Millie, Forever Entertainment S. A., 2014.0"
341310,"Greyfox RPG, Lesley Dodd, 2015.0"
305920,"Another Perspective, ShaunJS, 2014.0"
367780,"Aero's Quest, Soloweb Studios,Ravens Eye Studio, 2015.0"
307130,"Asteria, Legend Studio, 2014.0"
